LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
942,2026-01-16,12:30:28,INFO,System,Health check status: OK,E101,Health check status: OK
943,2026-01-16,12:31:09,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
944,2026-01-16,12:32:05,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
945,2026-01-16,12:32:10,INFO,System,Health check status: OK,E101,Health check status: OK
946,2026-01-16,12:32:55,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
947,2026-01-16,12:32:57,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
948,2026-01-16,12:34:21,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
949,2026-01-16,12:34:22,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
950,2026-01-16,12:34:52,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
951,2026-01-16,12:35:33,INFO,System,Health check status: OK,E101,Health check status: OK
952,2026-01-16,12:35:55,WARN,System,High latency detected from IP 10.0.0.8,E202,High latency detected from IP {ip}
953,2026-01-16,12:36:36,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
954,2026-01-16,12:38:15,INFO,System,Health check status: OK,E101,Health check status: OK
955,2026-01-16,12:39:21,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
956,2026-01-16,12:40:33,INFO,System,Health check status: OK,E101,Health check status: OK
957,2026-01-16,12:41:11,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
958,2026-01-16,12:41:32,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
959,2026-01-16,12:41:36,INFO,System,Health check status: OK,E101,Health check status: OK
960,2026-01-16,12:42:21,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
961,2026-01-16,12:44:04,INFO,System,Health check status: OK,E101,Health check status: OK
962,2026-01-16,12:44:16,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
963,2026-01-16,12:46:11,INFO,System,Health check status: OK,E101,Health check status: OK
964,2026-01-16,12:47:36,INFO,System,Health check status: OK,E101,Health check status: OK
965,2026-01-16,12:47:44,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
966,2026-01-16,12:48:35,INFO,System,Health check status: OK,E101,Health check status: OK
967,2026-01-16,12:49:20,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
968,2026-01-16,12:49:45,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
969,2026-01-16,12:49:59,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
970,2026-01-16,12:50:15,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
971,2026-01-16,12:51:10,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
972,2026-01-16,12:51:30,WARN,System,High latency detected from IP 10.0.0.8,E202,High latency detected from IP {ip}
973,2026-01-16,12:53:24,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
974,2026-01-16,12:54:39,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
975,2026-01-16,12:55:25,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
976,2026-01-16,12:56:11,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
977,2026-01-16,12:57:42,INFO,System,Health check status: OK,E101,Health check status: OK
978,2026-01-16,12:58:17,INFO,System,Health check status: OK,E101,Health check status: OK
979,2026-01-16,13:00:13,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
980,2026-01-16,13:00:59,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
981,2026-01-16,13:02:26,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
982,2026-01-16,13:03:11,INFO,System,Health check status: OK,E101,Health check status: OK
983,2026-01-16,13:04:08,INFO,System,Health check status: OK,E101,Health check status: OK
984,2026-01-16,13:05:59,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
985,2026-01-16,13:07:29,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
986,2026-01-16,13:07:44,INFO,System,Health check status: OK,E101,Health check status: OK
987,2026-01-16,13:08:59,INFO,System,Health check status: OK,E101,Health check status: OK
988,2026-01-16,13:09:09,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
989,2026-01-16,13:10:31,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
990,2026-01-16,13:11:43,INFO,System,Health check status: OK,E101,Health check status: OK
991,2026-01-16,13:13:04,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
992,2026-01-16,13:14:55,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
993,2026-01-16,13:15:05,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
994,2026-01-16,13:15:46,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
995,2026-01-16,13:16:09,INFO,System,Health check status: OK,E101,Health check status: OK
996,2026-01-16,13:16:20,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
997,2026-01-16,13:17:46,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
998,2026-01-16,13:19:39,INFO,System,Health check status: OK,E101,Health check status: OK
999,2026-01-16,13:20:54,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
1000,2026-01-16,13:22:53,INFO,System,Health check status: OK,E101,Health check status: OK
